Unnamed: 0,Date,Text,label,label_id
10,2015-04-25,"म चडोको धरहरा रहेनरे अाज,
म घुमेको बसन्तपुरको मन्दिर छैनरे अाज,
स्वयम्वुको स्तुपा चकिएको छ'रे अाज,
म जन्मेको ठाँउ धुलोमा पुरिएको छ'रे अाज !",NEUTRAL,0.0
11,2015-04-25,प्रवाशी नेपालीकालागि मात्रिभूमीको सेवा गर्ने अवशर » नेपाल प्लस via,POSITIVE,1.0
12,2015-04-25,"नमारी बाचे, दैब ले साचे धेरै कुरा देखिन्छ, भोगिन्छ भन्थे सर पूर्व सात नम्बर मा उहिले उहिले!",NEUTRAL,0.0
13,2015-04-25,हामी सहयोग को लागि जुटिसकेका छौ ! 'सोसाइटी अफ हेल्पिंग हर्ट्स' को कार्यकारी सदस्यहु अरु कुनैठाउ वा संस्थालाई दिने कुरै छैन,POSITIVE,1.0
14,2015-04-25,"हरेक पटक काठमाडौंमा झट्का लागेको खवरले त्यो भन्दा ठूलो झट्का पूर्वी नेपालमा रहेको मेरो मुटुमा लाग्छ, छोरी सहित परिवार सम्झेर :( #NepalQuake",NEGATIVE,2.0
15,2015-04-25,"आज काममा भन्दा ट्विटरमा बढी बिताईयो - आफुले सक्नेभए ऐलै नेपाल गएर पिडामा पिडा अनि सयोगमा सयोग साटासाट गरिन्थो :((
#NepalQuake #Nepal",POSITIVE,1.0
16,2015-04-25,गोर्खामा गाउ जोडने वाटोमा थुप्रै ठाउमा पहिरो गएको खवर आएको छ।२६ वटा भन्दा वढी प्रहरी चौकी भत्किएको जिल्ला प्रहरी कार्यलयका छनुराम महतोले भने,NEGATIVE,2.0
17,2015-04-25,"चिन्ता कस्तो हुन्छ भन्ने कुरा मलाई सोध्नुस् , गएका दुई महिना पुरा डिप्रेसन भाथ्यो चिन्ताले अहिले फेरि टेन्सन सुरु.",NEGATIVE,2.0
18,2015-04-25,अमेरिका नेपाल पत्रकार संघद्धारा एकजुट भएर सहयोग संकलन गर्न आग्रह: नेपाल अमेरीका पत्रकार संघ . #global #setopati,NEUTRAL,0.0
19,2015-04-25,राजु दाइ HQ बाट प्रहरी कक्षको कमान्ड कन्ट्रोल रुममा हुनुहुन्छ र चन्द २४ घण्टे स्ट्याण्ड बाइमा|,NEUTRAL,0.0
20,2015-04-25,समाचार सुनन रेडियो टनॅ गरेको आहा कसतो मजजा हैनदि गीत घनकिदै छ। के पारा हो नेपाली fm हरूको।,NEGATIVE,2.0
21,2015-04-25,"सदर चिडियाखानाको पर्खाल भत्केर ३ओटा बाघ चोभार, नख्खु र कुसुन्तीतिर भागेको सूचनाले न त बाहिर बस्न सकिन्, न घरभित्र नै !",NEGATIVE,2.0
22,2015-04-25,यसमा सम्पर्क हुँदैन|अध्यारोमा लोकेशन कसोरी पत्ता लाउने?कसैले आगो बाल्ने या उज्यालो बनाउने काम गर्न सके हुने ?,NEUTRAL,0.0
23,2015-04-25,सवैजना फेरी आउँछ फेरी आउँछ भन्छन फेरी हल्याहल्लै छ त्रासैत्रासमा खेत वारी आगनमा कति भाग्नु यो अन्धकारमा हात खुट्टा भाचिएला भन्ने डर,NEGATIVE,2.0
24,2015-04-25,हामिले काठमाडौं मा 300+ वढि रक्तदाता तयार पारेका छौ । कतै अभर परे संझनुहोस् । 9843552882 #yyouthforblood ktm,POSITIVE,1.0
25,2015-04-25,नेपाल टेलिकमले एसएमएस सेवा निशुल्क दिएकाे छ।कसैलार्इ सम्पर्क हुन नसकेकाे खण्डमा त्याे सेवा प्रयाेग गर्न पनि सझाउनु हाेला ।,POSITIVE,1.0
26,2015-04-25,"धरहरा ढलोस या दरबार ढलोस केई मतलब छैन हामिलाई तर कसैको आमा बाउ दिदि बहिनी को मिर्तु भएको सुन्न नपरोस , कसैको घर ढलेको सुन्न नपरोस :( .",POSITIVE,1.0
27,2015-04-25,"कुमारि पाटि महोत्सब मा सायद् भागदौड मच्चिएको हुनुपर्छ भुकम्प आएको बेला, केहि जनकारि भए शेयर गरौ है",NEUTRAL,0.0
28,2015-04-25,ज्यान बचे लाख उपाय सकेसम्म आफ्नो ज्यान र अरुको बचाउने कोसिस गरौँ ।,POSITIVE,1.0
29,2015-04-25,हामी नेपाली जति आपत बिपत पर्दा नि आत्तिदैनौं। त्यसैले त हामी नेपाली हौं।,POSITIVE,1.0
30,2015-04-25,"मन छटपट मात्र भई रहेछ :(
न्युज नहेर्दा के भो के हुदै होला हुने हेर्दा लाश निकालेको देखेर भक्कानिने। रक्षा गर प्रभु,",NEGATIVE,2.0
31,2015-04-25,"एकोहोरो आशु आंउदा त के पिंडा हुंदोहो र. पिंडा तव अशहिय हुन्छ जव आफ्नो आंशु रोकेर अरूको आंशु पुछ्ने प्रयास गरिन्छ।
#Basantapur #Dharahara",NEGATIVE,2.0
32,2015-04-25,""" प्राकृतिक प्रकोपका कारण देश दुखिराखेको छ, पीडामा परेकालाई सहयोगी हात-रू दिनुहोला """,NEGATIVE,2.0
33,2015-04-25,दैविप्रकोपमा परेकालाई उद्धार गर्न अरू देशकालागी कति गरीयो तत्त्पर भईएको थियो आज आफ्नै मातृभूमिमा परेको बेला मुकदर्शक भएर बसिया छ -इन्टरनेट +,NEGATIVE,2.0
34,2015-04-25,"हल्लाउनु हल्लायो यो ७२ सालको भुईचालो ले
अब सान्त होउ, पुग्यो पुग्यो अब अति भो
रातको 1:40 सम्म सिमसिम पानी र त्रासदी को अबस्थामा",NEGATIVE,2.0
35,2015-04-25,"धैर्यता, एकता र सहयोगकोआवश्यक छ यतिखेर । आखिर प्रकृति रिसाए कस्को के लाग्दो रै छ र ?",NEUTRAL,0.0
36,2015-04-25,टेस्ट क्रीकेटमा विकेट गाको जस्तो ५ दिन सम्मै जाने हो कि के हो यो भुइचालो पनि ?,NEUTRAL,0.0
37,2015-04-25,भुकुम्प पिडितहरुलाई इन्टरनेटबाट आर्थिक सहयोग गर्दा डोनेसन माग्ने संघ संस्थाहरु आधिकारिक हो की होइन कन्फर्म गरेर.,NEGATIVE,2.0
38,2015-04-25,"तर्साउन हैन, होसियारी र तयारी होस् भनेर । हाइटीको भुकम्पमा १-२ हप्तासम्म aftershocks आएका थिए । जापानमा पनि ठूला aftershocks थिए #NepalQuake",NEUTRAL,0.0
39,2015-04-25,"बिपद को बेलामा चोर्ने लाई हैजा लागेर ठाउँको ठाउँ मरोस ! #श्राप !
खुरु खुरु सहयोग गर्न नगएर चोर्न हिंड्ने !",NEGATIVE,2.0
40,2015-04-25,"सबैभन्दा चिन्ता नरेन्द्र मोदि लाइ लागेछ नेपालको चिन्ता,अझै १००००० बोतल पानि पठायको छ रे,
राहतकोलागि.#स्वागत योग्य कदम",POSITIVE,1.0
41,2015-04-25,"भुकम्प तिमी आउँछौ भन्ने पनि थाहा थियो: भुकम्प  तिमी आउँछौ भन्ने पनि थाहा थियो
तिमी आउने बारेमा धेरै . #nepal",NEUTRAL,0.0
42,2015-04-25,Live Update : विनाशकारी भूकम्पबाट मृत्यु हुनेको संख्या १४५७ पुग्यो,NEGATIVE,2.0
43,2015-04-25,"NTC,#Ncell ले फ्रि कल,sms गर्न दिएर के गर्नु;;?
#NEA ले लाइन दिए पाे फाेन गर्नु ?
#NepalQuake #savenepal",NEGATIVE,2.0
44,2015-04-25,"चोरीको समाचार सुन्न नपरोस्। अहिलेसम्म आपतको बेला नेपालीहरुले एकाअर्कालाई गरेको सहयोग उदाहरणीय र तारिफयोग्य छन् ।
#NepalQuake",POSITIVE,1.0
45,2015-04-25,"यो दुनियाँमा भगवान छैन जस्तो लाग्न थाल्यो मलाइ त
आखिर किन यस्तो अत्याचार गर्छ माही गरिब नेपाली.",NEGATIVE,2.0
46,2015-04-25,“: आज नेपालमा डाक्टर नर्स र स्वयमसेवकहरुको योगदानलाई हामीले कदर गर्नैपर्छ ।,POSITIVE,1.0
47,2015-04-25,"संसारमा सबैभन्दा धेरै मन्दिर नै मन्दीर भएको हाम्रो देश, तर भगबान रैनछन, यत्रो बिपत आउँदा पनि केहि गरेनन ।",NEGATIVE,2.0
48,2015-04-25,"आत्मबल बढाउन तिर लागौ र मिडियाले पनि मृत्युलाई सस्तो नबनाउ , भरपर्दो श्रोत खोजौ !",POSITIVE,1.0
49,2015-04-25,"नेपाल मा नभएको ले दुख ब्यक्त गरेकाे छु😅😅😅
भएकाे भए एक,दुई काे उद्दार गर्न सक्थे वा रगत दिएर याेगदान गर्ने मउका पाउने थिए,",POSITIVE,1.0
50,2015-04-25,"RT plz"" ;-रक्तअभाव पुर्ती को लागि
लागौं । 9862005225 वा
9843552882 मा सम्पर्क गरौं""",NEUTRAL,0.0
51,2015-04-25,"पुर्ण
प्रशान्त
रुथ दिदी
लाखु
समीर
छुचु बहिनी
समीर
सबै सकुसल हुनुहुन्छ नि? प्लिज DM मि :(",NEUTRAL,0.0
52,2015-04-25,अहिलेसम्म भुकम्प बाट ९७० जनाको मृत्यु भएको गृहमन्त्रालयले जनाएको छ ।,NEUTRAL,0.0
53,2015-04-25,"हाम्राे देश पिडामा छ, सक्ने सदभाव र शान्ति बनाई राखाैं, हल्लाकाे पछि नलागाैं । सहि सूचनाका लागि अनेक व्यक्तिकाे.",POSITIVE,1.0
54,2015-04-25,"म रहेको पार्टी प्यालेसको प्राङ्गण भरिभराउ!
जनता को मुहारमा त्रास!
#आनन्द पार्टी प्यालेस",NEGATIVE,2.0
55,2015-04-25,भंुईचालो आउने हावादारी हल्ला फिँजाएर झन त्रास बढ्न सक्छ ! रिटुईटको लागी अरुको भाबनासंग नखेलौं ! जिम्मेवार नागरिक बनौं !,POSITIVE,1.0
56,2015-04-25,हामिले यसरी रगत संकलन गर्ने प्रयत्न गर्यौ । तपाइलाइ रक्तअभाबको जुन्सुकै समय आवस्यक पर्न सक्छ । नं सेभ गर्नुहोला।,POSITIVE,1.0
57,2015-04-25,कुन हिरुनी को फाचा को समचार बनाउदै होलान् नि 😐😐😐,NEUTRAL,0.0
58,2015-04-25,सरकार देखि धर्ती पनि नाराज छ भन्ने कुराको प्रमाण भूकम्प हो तर होचोको मुखमा घोचो भने झै भो मरे सर्वसाधारण नेता.,NEGATIVE,2.0
59,2015-04-25,भुकम्पले गर्द जसरि नेपाल आमा को मुतु फतेकोछ तो भन्द धरिइ मेरो मन फतेको छ । । भागवन सयोग गरा टिमी नेइ हो सब भन्द ठुलो,NEGATIVE,2.0
60,2015-04-25,अपडेटः विनाशकारी भूकम्पबाट झण्डै ७११ को मृत्यु (फोटो सहित) via,NEGATIVE,2.0
61,2015-04-25,"यस आपतकालीन घडीमा
1.आफू सुरक्षित रहौँ ।
2.उद्दारकर्मीलाई सहयोग गरौँ।
3.कसैलाई काखा कसैलाई पाखा नगरौँ।
4.जोखिम.",POSITIVE,1.0
62,2015-04-25,"काभ्रेपलाञ्चोकमा भूकम्पमा मृतकको सङ्ख्या ८० पुग्यो, २०९ जना घाइते: काभ्रेपलाञ्चोक जिल्लामा भूकम्पका कार. #nepal",NEGATIVE,2.0
63,2015-04-25,"आज तकमा त 597 मान्छेले आजको भुकम्पमा
ज्यान गुमाएको ब्रेकिङ न्युज दिदैछ।
के यो सत्य हो?
#EarthquakeInNepal",NEUTRAL,0.0
64,2015-04-25,"#earthquake आगो ताप्दै डर भगाउदै
कती जाँदै हो भुकम्प — feeling scared",NEGATIVE,2.0
65,2015-04-25,चाहेर पनि प्रमिशा दि को हेल्प गर्न मिल्या छैन! दुख लागिराछ 😐😐,NEGATIVE,2.0
66,2015-04-25,जे जति भवितव्यमा परी हाल्यो परी हाल्यो | अब बाँकी सम्पूर्ण जनधनको कुनै क्षति नहोस भनेर हामी सबै प्रार्थना र कामना गरौँ |,POSITIVE,1.0
67,2015-04-25,"काठमांडौको नौ तले धरहरा अब थियो रे भन्ने अवस्थामा भयो 
,
,
,#earthquake",NEGATIVE,2.0
68,2015-04-25,"जति पनि ठुला ठूला घटना भाको छ
धेरै जसो सनिबार नै भाछ! 
#रछ्या गर प्रभु",NEUTRAL,0.0
69,2015-04-25,प्राय ठाउंमा बत्ती नभएकाले धेरै जस्तो मोबाइलमा सम्पर्क हुन सकेको छैन। धैर्य गर्नु होला,NEUTRAL,0.0
70,2015-04-25,अ सबै ठिकै छ । अनि तपाइको तिर के छ खबर ?,NEUTRAL,0.0
71,2015-04-25,"सानो तिनो earthquake त फील नि हुन छाडो 😐
आउन नि कति आको 😒",NEGATIVE,2.0
72,2015-04-25,"अपडेट (७:२०)
३५ को ज्यान गयो. 
ओखलढुंगा १३, सिन्धुली १०, सुनसरी ७, भोजपुर २, सोलुखुम्बु २, धनुषा १
#NepalEarthquake #Eastnepal",NEGATIVE,2.0
73,2015-04-25,जे जस्तो भए पनि पिडितहरुलाई सक्दो सहयोग गरौ आफु पनि बाचौ अरुलाई पनि बचाउ : सबै तर्फबाट एकजुट भएर अरु मानबिय क्षति हुनबाट जोगाउ :,POSITIVE,1.0
74,2015-04-25,"सगरमाथा क्षेत्रमा विशाल हिमपहिरो, कम्तिमा ८ को मृत्यु
भुकम्पपछि सगरमाथा आधार शिविरको हिम पहिरो। तस्विर स्रोत :.",NEGATIVE,2.0
75,2015-04-25,"कृपया नेपाल भित्र रहेका साथिहरु
अहिले ट्वीटरमा नभुलौ
जती जहाँ सकिन्छ तेती सहयोग गरौ 
आफ्नो नजिक पर्ने स्थानमा गई उद्दार गरौ",POSITIVE,1.0
76,2015-04-25,"छिमेकी भनेको जिउँदा को जन्ती र मर्दा को मलामी हुन् भनेको येही हो!
 भारत लाइ प्रणाम गर्दछु !",POSITIVE,1.0
77,2015-04-25,"जुन होचो उसैको मुख मा घोचो ! हाम्रै देश
लाइ ६०१ उपीया ले रोगी बनाइराथे ! यो
भुकम्पले थला नै पार्दीयो ! अब कहीले
तङग्रीएला हाम्रो देश !",NEGATIVE,2.0
78,2015-04-25,कतिपय संचारमाध्यम हरूले शोक धून बजाई रहेका छन। मुलुक रोईरहेछ । पुर्पुरोमा हात लगाएर झोक्रि रहनु जस्तो ।,NEGATIVE,2.0
79,2015-04-25,"मानविय क्षती मा मन थाम्नै गाह्रो भएको अबस्था एका तिर भने अर्को तिर ऐतिहासिक महत्वका संरचना ध्वस्त भएकोमा मन भारी भएको छ, पीडा भएको छ
#भुकम्प",NEGATIVE,2.0
80,2015-04-25,"कोरियामा रहनुहुने टुईटे नेपाली साथीहरू सहयोगको निम्ती के कसो गर्न सकिन्छ आउनुस सल्लाह गरौ 
#HelpNepalQuake",NEUTRAL,0.0
81,2015-04-25,"मेरो रुममेटको घर पल्ट्यो रे काभ्रेमा बिचरा नेपाल जादै छ यै मे मा, यल्लाई गास बासको ब्यबस्था मिलाईदिनोला न कसैले 😢",NEGATIVE,2.0
82,2015-04-25,नेपालको पीडा हाम्रो आफ्नै पीडा हो.यो संकटको घडीमा नेपाली जनतालाई असिमित सहयोग गर्न भारतवासीलाई आह्वान गर्छुः नरेन्द्र मोदी #NepalEarthquake,POSITIVE,1.0
83,2015-04-25,"भूकम्पका बढी प्रभावित २१ जिल्ला संकटग्रस्त, फर्किँदै प्रम कोइराला: काठमाडौं : आज दिउँसो बसेको मन्त्रिपरिषदको आ.",NEUTRAL,0.0
84,2015-04-25,कमै छ रेडियो अमुर्त र त्रियुगा सुन्दैछु बिबरण अाकै छैन,NEUTRAL,0.0
85,2015-04-25,आज मात्र २३ पटक भूकम्पको धक्का महसुस भएको छ । जसमा सबैभन्दा ठूलो पहिलो ७.८ रिक्टर स्केलको थियो,NEUTRAL,0.0
86,2015-04-25,कृपाया.जे सकिन्छ गरौ !सकिँदैन हावा दारी टुइट गरेर.नबसौ.थाछ्नि देश रोको छ!,POSITIVE,1.0
87,2015-04-25,नेपालतिर हुनेहरु टिएल बाहिर पनि गएर केहि सहयोग गरेँ साच्चैँ धर्मै हुने थियो |,POSITIVE,1.0
88,2015-04-25,"देशले ""धरहरा ""गुमायो तर पिडीतले ""सहारा"" नगुमाउन !
सहयोगी हातलाई नमन !",POSITIVE,1.0
89,2015-04-25,"दुखद घडीमा, राजनीतिक,धार्मिक,जातजाति, पहिचान सबैभन्दामाथि मानवसेवा नै धर्म हो, भन्दै सबै यस आपत्को बेलामा एक हौं आफूआफूले सकेको सहयोग गरौं !",POSITIVE,1.0
90,2015-04-25,महभुकम्पका दुखद तस्बिर हरु हेर्दा तेसै त मन रुने. तेस्माथि ति साना साना बाबुनानीहरुको दर्दनाक तस्बिर हरुले मन.,NEGATIVE,2.0
91,2015-04-25,"यो घडि विपत्तिको हो ; सबैले विबेक पुर्याएर कुरा र काम गरौं । रोष अभिबृद्धि गर्ने स्टेटस नलेखौं , सकिन्छ.",NEGATIVE,2.0
92,2015-04-25,नसोच्या थिए जिन्दगी येस्तो धराप हुन्छ भनेर न मान्या थिये कोमल जिन्दगी हताहत हुन्छ भनेर #सबै_उठौ_सबै_जुटौ,NEUTRAL,0.0
93,2015-04-25,भुकम्पमा परेकालाई सहयोग गर्न छाडि केही टुईटे छुट्टीको माग गर्छन! #तैट #लाजमर्दो,NEGATIVE,2.0
94,2015-04-25,ओम अस्पतालमा मात्र ३ सय ८० जनाको शव: काठमाडौंको ओम अस्पतालमा मात्र भुकम्पबाट मर्नेहरुको ३ सय ८० शव राखिएको छ ।.,NEGATIVE,2.0
95,2015-04-25,भूकम्प का पुनः झटका लगा महराजगंज (उ०प्र०)समय शाम 06:15शाम #earthquake,NEUTRAL,0.0
96,2015-04-25,": गोरखामा ४० जनाको मृत्यु भएको प्रहरीले पुष्टि गरेको छ । उद्दार जारी छ
#NepalQuake",NEUTRAL,0.0
97,2015-04-25,"भगवानसँग प्राथना गरौं यो भन्दा ठुलो
बिपत्ति नआओस् ! .भुकम्प रोकिएको छैन, सुरक्षित ठाउँलाई रोज्नुहोस् । आफु बची अरुलाईपनि
बचाउनुहोस् !",POSITIVE,1.0
98,2015-04-25,मन्त्रिपरिषदको बैठकःकोषमा ५० करोड जम्मा र घाइतेको सम्पूर्ण खर्च सरकारले गर्ने निर्णय सेतो पाटी खबर,POSITIVE,1.0
99,2015-04-25,म टोकियो बिश्वबिध्यालय संग सम्बन्धित चाहीं छैन है क्योटो बिश्वबिध्यालयमा छु।,NEUTRAL,0.0
100,2015-04-25,प्राणपखेरु उडिसकेकाको आत्मा शान्तीको कामना मृत्युको मुखमा छट्पटाइरहेकालाई इश रक्षा मिलोस तथा प्रभावितक्षेत्रमा सेवारत आजका भगवानहरुको जय होस,NEGATIVE,2.0
101,2015-04-25,बिपत्ति को बेला स्वागत योग्री तर पार्टी माथी उठेर सम्पुर्ण नेपाली भनेको भए हुन्थियो,NEUTRAL,0.0
102,2015-04-25,current २०२ को मृत्यु ४ सय भन्दा बढी घाइते #EarthquakeNepal #earthquake,NEGATIVE,2.0
103,2015-04-25,आजको संवेदनशील दिनमा असंवेदनशील कुरा फैलाउने एक नेपाली पत्रुकारलाई ब्लक ठोक्नु पर्ने बाध्यता आई लाग्यो । #RipHim #feelingSad,NEGATIVE,2.0
104,2015-04-25,सयौंको संख्यामा ज्यानको क्षति भएको बेलामा मलाई धरहरा र नौतले दरबारको रत्तिभर खेद छैन। एउटा ज्यान जोगिन्थ्यो भने कैयौं धरहरा गुमाउन मन्जुर छ।,POSITIVE,1.0
105,2015-04-25,"होईन जाठाहो तिमीहरुलाई भुकम्पले ""दाई म एती बजे फर्केर आउछु"" भनेर बिदा भएर गएको छ र?",NEGATIVE,2.0
106,2015-04-25,RT : मोवाइलमा कुरा गर्दै हुनुहुन्छ भने छोटो कुरा गर्नु होला । नेटवर्क समस्याले धेरैले आफन्तसँग कुरा गर्न सकेका छैनन ।,POSITIVE,1.0
107,2015-04-25,अत्यावश्यक सेवाका सबै सरकारी कार्यालयहरु तुरुन्त खोलेर उद्दार र सहयोगमा जुट्न गृह मन्त्रालयको निर्देशन #NepalQuake,NEUTRAL,0.0
108,2015-04-25,"शक्तिशाली भूकम्पले काठमाडौंसहित देशभर ठूलो क्षति
१२ वैशाख, काठमाडौं । विनाशकारी भूकम्पबाट देशभर जनधनको अकल्पनीय.",NEUTRAL,0.0
109,2015-04-25,सबैलाई एउटै आग्रह आफ्नो ज्यान बचाऊ अनि सक्दो सहयोग गरौ र धैर्यताका साथ सुरक्षित स्थानको खोजी गरौ। जय नेपाल!,POSITIVE,1.0
110,2015-04-25,"बसन्तपुर दरबार स्क्वाएर लगायत काष्टमाण्डप र आसपासका मन्दिर , धरहरा , पाटन आसपास, शान्तिनगर गेट पुर्ण रूपले क्षतिग्रस्त। #NepalQuake",NEGATIVE,2.0
111,2015-04-25,"जनमाल जोगाउने चक्कर मा धनमाल को चुना लाग्ला है, त्यता पनि बिचार पुर्‍याउनु होला, चोर् हरु यस्तै दाउमा हुन्छन!",NEUTRAL,0.0
112,2015-04-25,"भगवन् ! यो सद्भाव कतै नबिथोलियोस्, संधै कायम रहोस् ! #Letspray",POSITIVE,1.0
113,2015-04-25,"विनाशकारी भूकम्पले उपत्यकामा सबैभन्दा बढी मानविय क्षति भएको छ 
#NepalQuake",NEGATIVE,2.0
114,2015-04-25,ऐतिहासिक सम्पती हरुको नोक्सानी तथा मृत्युको खबरले आहत भएको अबस्था,NEGATIVE,2.0
115,2015-04-25,"जन-अपिल !
आज आए महाप्रल्यंकारी भुकम्प मे हुए जन-धन के क्षति प्रति तराई-मधेश का एक मात्र महान क्रान्तिकारी.",NEUTRAL,0.0
116,2015-04-25,यस बिपतको घडीमा सबैलै आ-आफ्नो ठाउबाट सक्दो सहयोग गर्रै ।भगवानले सबैको रक्षा गरुन् ।,POSITIVE,1.0
117,2015-04-25,"अघि दिउसो बन्द थियो, अहिले के छ खोई, ईन्डियन एअरफोर्स त आएको भन्ने समाचार छ",NEUTRAL,0.0
118,2015-04-25,काठमाडौ को आकसमा पिलेनको चहलपहल देखिन्छ एयरपोर्ट को अवस्था के छ ?,NEUTRAL,0.0
119,2015-04-25,नेपाल टेलिकमले आफ्नो नेटवर्कका सबै कललाई आज राति १२ बजेसम्मका लागि नि:शुल्क गरेको छ। #NepalQuake #earthquake,POSITIVE,1.0
120,2015-04-25,"म कति सम्म कठोर भैसकेछु भने, यत्रो भुकम्पको सुचनासम्मले अलिकति पनि छुन सकेको छैन मन मा। 
#बुझ्दैछु_शिर_छेदन_भएपछि_शरिरमा_पीडा_हुदैन।",NEGATIVE,2.0
121,2015-04-25,यो समय भनेको बोल्ने मुख भन्दा सहयोगी हातहरुको खाचो छ ####,POSITIVE,1.0
122,2015-04-25,"कस्तो बिडम्बना, पहिलेनै टुक्रेको देश आज झन् चर्केको छ | यो बेला सबैको हात सहयोगी बनून | #prayfornepal #earthquakeinnepal",POSITIVE,1.0
123,2015-04-25,"क्षतिको सुचना दिने नाममा पुरिएका,भुँडी निस्केका,रगतपिच्छे भएका,क्षतविक्षत/बीभत्स तस्विर पोष्टेर असंवेदनशिल नहोउँ कृपया! #EarthquakeInNepal",NEGATIVE,2.0
124,2015-04-25,"चुतिया झुसील किरा,
भारतको पीएमले जसरी हेरचाह गर्न नजान्ने
भुत्रो पीएम भर बस्या,
ताँलाई घोक्रेठ्याक लाउनू परो .",NEGATIVE,2.0
125,2015-04-25,"यस्तो अापत् परेको बेलामा 
झन् NTC मा रिचार्ज छैन
साला मरिन्छ अाज",NEGATIVE,2.0
126,2015-04-25,हे भगबान यो धर्तिमा मत्र गएन यी करोडौ मुटुहरुमा गएको अरबौ रेक्टर स्केलको भुकम्प! दया राख प्रभु सबैलाइ बचाइदेउ!,NEGATIVE,2.0
127,2015-04-25,हैट झन्डै मरियो गाठे 7.5 रेक्टर ईस्कलको आयेछ जय शम्भु,NEUTRAL,0.0
128,2015-04-25,"अमेरिकी जिओग्राफिकल सर्वेका अनुसार भुकम्पको
तीब्रता ७.५ रेक्टर स्केल मापन गरिएको छ। भुकम्प
लमजुङ जिल्लाको ३५ किलोमिटर पर रहेको छ।
#at_Lamjng",NEUTRAL,0.0
129,2015-04-25,"एउटाले ११.४ ट्वीट गर्याथ्यो!"": नेपालमा ७.४ रेक्टर भुइचालो गयो तर टुइटर मा ट्विटे हरुले १०.४ को बनाइसके""",NEUTRAL,0.0
130,2015-04-25,"त्यहि त भन्या, कानमा तेल हाल्या जस्ता छन्। समाचार संसारभरी फैलीसक्यो, उनिहरुको वेबसाइट हेर्यो केहि छैन।",NEGATIVE,2.0
131,2015-04-25,"यो भुकम्प आउनुमा के.यु.के.एल.को ठूलै चलखेल छ भन्ने हाम्रो धारणा छ
बानेश्वर - माईतीघर सडकखण्ड खन्न पाउने भो अब
#कुरो",NEUTRAL,0.0
132,2015-04-25,तपाईं यस फिलिम थियो? एजेन्सी छु र भिडियो को मालिक पाउन चाहन्छु। धन्यवाद,NEUTRAL,0.0
133,2015-04-25,"हल्का टाउको मात्रै दुख्या हो, हिजै निको भइसक्या होन्तनी भाई, आज त पुर्ण रुप मा स्वस्थ्य छु नि, धन्यबाद है",NEUTRAL,0.0
134,2015-04-25,"भूकम्पले गोरखा मा अबस्थित मनकामना मन्दिर , गोरखा दरबार लगायत अन्य भागहरुमा पनि क्षति .😿😿",NEGATIVE,2.0
135,2015-04-25,हे भगबान न फोन लग्छ नत बत्ती छ कोइ शीत सम्पर्क हुदैन फेरि पाच बजे भुइचालो आउने खबर एफ एम हरुले फुकेका फुकेइ छ्न.,NEGATIVE,2.0
136,2015-04-25,"पूर्वाञ्चलमा हालसम्म १४ को ज्यान गयो. 
ओखलढुंगामा ७, 
सुनसरीमा ५
सोलुखुम्बुमा २ को किचिएर मृत्यु ।
-.",NEGATIVE,2.0
137,2015-04-25,"भुकम्प ले गर्नु गर्यो , धरहरा 3 टुक्रा भयो लगभग 400 जना
पुरिएको आसङ्का छ ,200 जना को मृत्यु को खबर पक्का
पक्की भैसक्यो ,",NEGATIVE,2.0
138,2015-04-25,खासै केही नराम्रो क्षती भएको छैन रे।पिठुवामा ३ वटा गाई चेपिएर मरे रे।,NEUTRAL,0.0
